settlement,teaor,bin,count
Budaörs,82,5-9,6
Budaörs,86,5-9,7
Budaörs,93,5-9,5
Budaörs,95,5-9,5
Budaörs,46,50-249,10
Budaörs,47,50-249,5
Bugac,1,1-4,176
Bugac,2,1-4,7
Bugac,25,1-4,32
Bugac,28,1-4,5
Bugac,31,1-4,8
Bugac,32,1-4,17
Bugac,33,1-4,20
Bugac,41,1-4,6
Bugac,43,1-4,12
Bugac,47,1-4,17
Bugac,49,1-4,6
Bugac,69,1-4,6
Bugac,74,1-4,6
Bugac,96,1-4,12
Bugac,25,20-49,8
Bugyi,1,1-4,137
Bugyi,10,1-4,5
Bugyi,25,1-4,5
Bugyi,32,1-4,7
Bugyi,41,1-4,9
Bugyi,43,1-4,49
Bugyi,45,1-4,10
Bugyi,46,1-4,9
Bugyi,47,1-4,37
Bugyi,49,1-4,13
Bugyi,53,1-4,7
Bugyi,56,1-4,6
Bugyi,66,1-4,9
Bugyi,68,1-4,6
Bugyi,69,1-4,12
Bugyi,70,1-4,6
Bugyi,74,1-4,8
Bugyi,82,1-4,5
Bugyi,85,1-4,6
Bugyi,86,1-4,9
Bugyi,90,1-4,8
Bugyi,93,1-4,6
Bugyi,95,1-4,8
Bugyi,96,1-4,31
Bugyi,1,5-9,6
Bugyi,1,50-249,6
Buj,1,1-4,40
Buj,43,1-4,12
Buj,45,1-4,5
Buj,47,1-4,16
Buj,56,1-4,6
Buj,86,1-4,5
Buj,96,1-4,7
Buják,41,1-4,12
Buják,43,1-4,18
Buják,47,1-4,7
Buzsák,1,1-4,15
Buzsák,43,1-4,19
Buzsák,46,1-4,5
Buzsák,74,1-4,6
Buzsák,96,1-4,7
Bábolna,1,1-4,20
Bábolna,43,1-4,30
Bábolna,46,1-4,8
Bábolna,47,1-4,19
Bábolna,49,1-4,9
Bábolna,56,1-4,8
Bábolna,62,1-4,7
Bábolna,66,1-4,5
Bábolna,68,1-4,10
Bábolna,69,1-4,14
Bábolna,70,1-4,10
Bábolna,74,1-4,13
Bábolna,75,1-4,10
Bábolna,81,1-4,8
Bábolna,82,1-4,5
Bábolna,85,1-4,7
Bábolna,86,1-4,10
Bábolna,96,1-4,19
Bábonymegyer,1,1-4,5
Bábonymegyer,43,1-4,14
Bácsalmás,1,1-4,83
Bácsalmás,41,1-4,18
Bácsalmás,43,1-4,63
Bácsalmás,45,1-4,16
Bácsalmás,46,1-4,7
Bácsalmás,47,1-4,52
Bácsalmás,49,1-4,6
Bácsalmás,53,1-4,5
Bácsalmás,56,1-4,11
Bácsalmás,62,1-4,10
Bácsalmás,66,1-4,19
Bácsalmás,69,1-4,8
Bácsalmás,70,1-4,14
Bácsalmás,74,1-4,7
Bácsalmás,81,1-4,7
Bácsalmás,82,1-4,12
Bácsalmás,85,1-4,10
Bácsalmás,86,1-4,16
Bácsalmás,93,1-4,9
Bácsalmás,96,1-4,29
Bácsalmás,1,5-9,5
Bácsalmás,47,5-9,7
Bácsbokod,1,1-4,42
Bácsbokod,25,1-4,5
Bácsbokod,43,1-4,23
Bácsbokod,47,1-4,21
Bácsbokod,56,1-4,7
Bácsbokod,96,1-4,13
Bácsborsód,1,1-4,15
Bácsborsód,43,1-4,12
Bácsborsód,47,1-4,5
Bácsborsód,96,1-4,5
Bácsszõlõs,1,1-4,6
Bágyogszovát,1,1-4,25
Bálványos,1,1-4,6
Bálványos,43,1-4,5
Bálványos,96,1-4,5
Bánd,1,1-4,8
Bánd,25,1-4,9
Bánd,28,1-4,7
Bánd,31,1-4,9
Bánd,32,1-4,19
Bánd,33,1-4,34
Bánd,43,1-4,11
Bánd,68,1-4,5
Bánd,86,1-4,5
Bánd,31,10-19,6
Bánhorváti,1,1-4,5
Bánhorváti,2,1-4,5
Bánhorváti,43,1-4,6
Bánhorváti,47,1-4,5
Bánk,1,1-4,6
Bánk,43,1-4,7
Bánk,47,1-4,6
Bánk,96,1-4,10
Bánréve,43,1-4,6
Bánréve,47,1-4,9
Bár,43,1-4,6
Bárdudvarnok,1,1-4,17
Bárdudvarnok,43,1-4,14
Bárdudvarnok,47,1-4,10
Bárdudvarnok,86,1-4,6
Bárdudvarnok,90,1-4,5
Bárna,66,1-4,8
Bárna,96,1-4,5
Bársonyos,43,1-4,6
Bársonyos,96,1-4,5
Báránd,1,1-4,56
Báránd,25,1-4,21
Báránd,32,1-4,11
Báránd,33,1-4,22
Báránd,43,1-4,20
Báránd,47,1-4,12
Báránd,56,1-4,5
Báránd,82,1-4,5
Báránd,85,1-4,6
Báránd,96,1-4,6
Báta,1,1-4,38
Báta,47,1-4,15
Báta,96,1-4,5
Bátaapáti,43,1-4,7
Bátaszék,1,1-4,47
Bátaszék,11,1-4,5
Bátaszék,2,1-4,7
Bátaszék,41,1-4,7
Bátaszék,43,1-4,60
Bátaszék,45,1-4,8
Bátaszék,46,1-4,5
Bátaszék,47,1-4,42
Bátaszék,49,1-4,10
Bátaszék,56,1-4,13
Bátaszék,62,1-4,5
Bátaszék,66,1-4,10
Bátaszék,69,1-4,13
Bátaszék,70,1-4,6
Bátaszék,74,1-4,8
Bátaszék,81,1-4,9
Bátaszék,82,1-4,7
Bátaszék,85,1-4,16
Bátaszék,86,1-4,9
Bátaszék,93,1-4,5
Bátaszék,95,1-4,8
Bátaszék,96,1-4,25
Bátaszék,1,10-19,5
Bátaszék,47,5-9,6
Bátmonostor,1,1-4,35
Bátmonostor,43,1-4,17
Bátmonostor,47,1-4,7
Bátonyterenye,1,1-4,16
Bátonyterenye,2,1-4,6
Bátonyterenye,41,1-4,7
Bátonyterenye,43,1-4,51
Bátonyterenye,45,1-4,17
Bátonyterenye,46,1-4,6
Bátonyterenye,47,1-4,63
Bátonyterenye,49,1-4,9
Bátonyterenye,56,1-4,15
Bátonyterenye,62,1-4,5
Bátonyterenye,66,1-4,30
Bátonyterenye,68,1-4,10
Bátonyterenye,69,1-4,18
Bátonyterenye,70,1-4,12
Bátonyterenye,74,1-4,12
Bátonyterenye,80,1-4,10
Bátonyterenye,81,1-4,13
Bátonyterenye,82,1-4,17
Bátonyterenye,85,1-4,25
Bátonyterenye,86,1-4,26
Bátonyterenye,95,1-4,5
Bátonyterenye,96,1-4,61
Bátonyterenye,47,5-9,8
Bátor,32,1-4,5
Bátor,47,1-4,5
Bátorliget,1,1-4,24
Bátorliget,41,1-4,5
Bátorliget,85,1-4,9
Bátorliget,25,5-9,7
Bátya,1,1-4,76
Bátya,43,1-4,12
Bátya,45,1-4,8
Bátya,47,1-4,16
Bátya,56,1-4,5
Bátya,70,1-4,6
Bátya,85,1-4,12
Bátya,86,1-4,6
Bátya,96,1-4,6
Bátya,1,5-9,5
Béb,1,1-4,5
Béb,43,1-4,6
Békés,1,1-4,171
Békés,10,1-4,6
Békés,16,1-4,10
Békés,18,1-4,5
Békés,41,1-4,37
Békés,42,1-4,8
Békés,43,1-4,173
Békés,45,1-4,32
Békés,46,1-4,16
Békés,47,1-4,118
Békés,49,1-4,26
Békés,52,1-4,6
Békés,53,1-4,6
Békés,56,1-4,32
Békés,59,1-4,9
Békés,62,1-4,20
Békés,66,1-4,37
Békés,68,1-4,26
Békés,69,1-4,38
Békés,70,1-4,18
Békés,73,1-4,6
Békés,74,1-4,40
Békés,81,1-4,21
Békés,82,1-4,17
Békés,85,1-4,58
Békés,86,1-4,34
Békés,90,1-4,26
Békés,93,1-4,19
Békés,94,1-4,5
Békés,95,1-4,13
Békés,96,1-4,108
Békés,43,10-19,6
Békés,47,10-19,5
Békés,49,10-19,5
Békés,56,10-19,5
Békés,25,20-49,11
Békés,31,20-49,8
Békés,32,20-49,18
Békés,33,20-49,20
Békés,1,5-9,8
Békés,43,5-9,8
Békés,45,5-9,6
Békés,46,5-9,5
Békés,47,5-9,19
Békés,25,50-249,7
Békés,31,50-249,6
Békés,32,50-249,16
Békés,33,50-249,19
Békéscsaba,1,1-4,393
Békéscsaba,10,1-4,21
Békéscsaba,13,1-4,8
Békéscsaba,14,1-4,15
Békéscsaba,16,1-4,8
Békéscsaba,18,1-4,15
Békéscsaba,25,1-4,6
Békéscsaba,41,1-4,62
Békéscsaba,42,1-4,18
Békéscsaba,43,1-4,519
Békéscsaba,45,1-4,149
Békéscsaba,46,1-4,110
Békéscsaba,47,1-4,468
Békéscsaba,49,1-4,109
Békéscsaba,52,1-4,14
Békéscsaba,53,1-4,38
Békéscsaba,55,1-4,17
Békéscsaba,56,1-4,138
Békéscsaba,58,1-4,14
Békéscsaba,59,1-4,15
Békéscsaba,62,1-4,128
Békéscsaba,63,1-4,30
Békéscsaba,66,1-4,209
Békéscsaba,68,1-4,162
Békéscsaba,69,1-4,289
Békéscsaba,70,1-4,184
Békéscsaba,72,1-4,12
Békéscsaba,73,1-4,72
Békéscsaba,74,1-4,262
Békéscsaba,75,1-4,15
Békéscsaba,77,1-4,26
Békéscsaba,79,1-4,9
Békéscsaba,80,1-4,15
Békéscsaba,81,1-4,67
Békéscsaba,82,1-4,115
Békéscsaba,85,1-4,318
Békéscsaba,86,1-4,258
Békéscsaba,88,1-4,13
Békéscsaba,90,1-4,121
Békéscsaba,93,1-4,103
Békéscsaba,94,1-4,41
Békéscsaba,95,1-4,63
Békéscsaba,96,1-4,423
Békéscsaba,1,10-19,5
Békéscsaba,43,10-19,14
Békéscsaba,45,10-19,10
Békéscsaba,46,10-19,7
Békéscsaba,47,10-19,22
Békéscsaba,56,10-19,17
Békéscsaba,94,10-19,5
Békéscsaba,22,20-49,14
Békéscsaba,23,20-49,12
Békéscsaba,25,20-49,55
Békéscsaba,26,20-49,8
Békéscsaba,27,20-49,8
Békéscsaba,28,20-49,22
Békéscsaba,31,20-49,17
Békéscsaba,32,20-49,72
Békéscsaba,33,20-49,63
Békéscsaba,43,20-49,5
Békéscsaba,45,20-49,8
Békéscsaba,46,20-49,5
Békéscsaba,56,20-49,8
Békéscsaba,85,20-49,8
Békéscsaba,33,250-1000,5
Békéscsaba,1,5-9,15
Békéscsaba,10,5-9,8
Békéscsaba,41,5-9,9
Békéscsaba,43,5-9,26
Békéscsaba,45,5-9,13
Békéscsaba,46,5-9,22
Békéscsaba,47,5-9,57
Békéscsaba,49,5-9,13
Békéscsaba,56,5-9,15
Békéscsaba,62,5-9,6
Békéscsaba,68,5-9,5
Békéscsaba,69,5-9,10
Békéscsaba,86,5-9,9
Békéscsaba,22,50-249,6
Békéscsaba,23,50-249,6
Békéscsaba,25,50-249,28
Békéscsaba,26,50-249,6
Békéscsaba,28,50-249,10
Békéscsaba,31,50-249,13
Békéscsaba,32,50-249,45
Békéscsaba,33,50-249,50
Békéscsaba,46,50-249,5
Békéscsaba,85,50-249,6
Békésszentandrás,1,1-4,46
Békésszentandrás,41,1-4,8
Békésszentandrás,43,1-4,36
Békésszentandrás,45,1-4,8
Békésszentandrás,46,1-4,12
Békésszentandrás,47,1-4,28
Békésszentandrás,55,1-4,6
Békésszentandrás,56,1-4,8
Békésszentandrás,62,1-4,7
Békésszentandrás,66,1-4,5
Békésszentandrás,69,1-4,7
Békésszentandrás,70,1-4,6
Békésszentandrás,73,1-4,6
Békésszentandrás,74,1-4,15
Békésszentandrás,81,1-4,13
Békésszentandrás,85,1-4,11
Békésszentandrás,90,1-4,6
Békésszentandrás,96,1-4,13
Békésszentandrás,23,20-49,9
Békésszentandrás,25,20-49,25
Békésszentandrás,31,20-49,6
Békésszentandrás,32,20-49,17
Békésszentandrás,33,20-49,19
Békésszentandrás,1,5-9,5
Békésszentandrás,23,50-249,6
Békésszentandrás,25,50-249,11
Békésszentandrás,32,50-249,10
Békésszentandrás,33,50-249,17
Békéssámson,1,1-4,55
Békéssámson,43,1-4,13
Békéssámson,47,1-4,7
Békéssámson,56,1-4,5
Békéssámson,69,1-4,5
Békéssámson,96,1-4,5
Bélapátfalva,16,1-4,6
Bélapátfalva,42,1-4,12
Bélapátfalva,43,1-4,23
Bélapátfalva,45,1-4,6
Bélapátfalva,47,1-4,16
Bélapátfalva,55,1-4,5
Bélapátfalva,56,1-4,6
Bélapátfalva,74,1-4,7
Bélapátfalva,85,1-4,7
Bélapátfalva,96,1-4,15
Bélapátfalva,16,5-9,6
Bélavár,1,1-4,5
Bélmegyer,1,1-4,32
Bélmegyer,43,1-4,5
Bénye,1,1-4,9
Bénye,43,1-4,14
Bénye,47,1-4,7
Bénye,96,1-4,10
Bérbaltavár,1,1-4,6
Bócsa,1,1-4,167
Bócsa,41,1-4,5
Bócsa,43,1-4,16
Bócsa,45,1-4,8
Bócsa,46,1-4,6
Bócsa,47,1-4,20
Bócsa,62,1-4,5
Bócsa,81,1-4,7
Bócsa,82,1-4,5
Bócsa,96,1-4,5
Bócsa,1,5-9,8
Bódvaszilas,43,1-4,8
Bódvaszilas,47,1-4,9
Bókaháza,1,1-4,9
Bóly,1,1-4,30
Bóly,2,1-4,5
Bóly,35,1-4,5
Bóly,41,1-4,9
Bóly,43,1-4,60
Bóly,45,1-4,9
Bóly,46,1-4,12
Bóly,47,1-4,19
Bóly,49,1-4,10
Bóly,56,1-4,5
Bóly,62,1-4,9
Bóly,66,1-4,8
Bóly,68,1-4,18
Bóly,69,1-4,11
Bóly,70,1-4,12
Bóly,74,1-4,19
Bóly,77,1-4,5
Bóly,81,1-4,5
Bóly,85,1-4,9
Bóly,86,1-4,9
Bóly,90,1-4,10
Bóly,96,1-4,26
Bóly,25,10-19,5
Bóly,47,5-9,6
Bózsva,1,1-4,6
Bõ,1,1-4,9
Bõcs,1,1-4,8
Bõcs,43,1-4,17
Bõcs,47,1-4,16
Bõcs,66,1-4,6
Bõcs,74,1-4,5
Bõcs,85,1-4,10
Bõcs,96,1-4,9
Bõcs,28,250-1000,15
Bõcs,30,250-1000,5
Bõcs,31,250-1000,42
Bõcs,32,250-1000,60
Bõcs,33,250-1000,76
Bõny,1,1-4,17
Bõszénfa,43,1-4,6
Bõsárkány,1,1-4,10
Bõsárkány,2,1-4,5
Böhönye,1,1-4,24
Böhönye,2,1-4,7
Böhönye,43,1-4,13
Böhönye,47,1-4,35
Böhönye,56,1-4,8
Böhönye,96,1-4,9
Böhönye,16,5-9,18
Böhönye,18,5-9,18
Böhönye,16,50-249,14
Böhönye,18,50-249,8
Böhönye,25,50-249,5
Bököny,1,1-4,39
Bököny,43,1-4,41
Bököny,45,1-4,8
Bököny,47,1-4,25
Bököny,96,1-4,8
Bölcske,1,1-4,36
Bölcske,43,1-4,33
Bölcske,45,1-4,5
Bölcske,47,1-4,14
Bölcske,56,1-4,5
Bölcske,74,1-4,8
Bölcske,85,1-4,5
Bölcske,86,1-4,5
Bölcske,96,1-4,17
Búcsúszentlászló,1,1-4,11
Bük,1,1-4,7
Bükkaranyos,28,1-4,5
Bükkaranyos,32,1-4,5
Bükkaranyos,43,1-4,16
Bükkaranyos,45,1-4,5
Bükkaranyos,47,1-4,5
Bükkaranyos,66,1-4,9
Bükkaranyos,85,1-4,5
Bükkaranyos,86,1-4,6
Bükkaranyos,96,1-4,6
Bükkszenterzsébet,1,1-4,6
Bükkszenterzsébet,43,1-4,5
Bükkszentkereszt,2,1-4,6
Bükkszentkereszt,43,1-4,15
Bükkszentkereszt,47,1-4,6
Bükkszentkereszt,85,1-4,5
Bükkszentkereszt,96,1-4,6
Bükkszék,47,1-4,6
Bükkszék,55,1-4,5
Bükkszék,56,1-4,5
Bükkzsérc,1,1-4,15
Bükkzsérc,2,1-4,6
Bükkzsérc,43,1-4,8
Bükkábrány,1,1-4,8
Bükkábrány,23,1-4,8
Bükkábrány,25,1-4,31
Bükkábrány,28,1-4,11
Bükkábrány,31,1-4,8
Bükkábrány,32,1-4,9
Bükkábrány,33,1-4,13
Bükkábrány,43,1-4,21
Bükkábrány,47,1-4,18
Bükkábrány,49,1-4,7
Bükkábrány,56,1-4,5
Bükkábrány,74,1-4,7
Bükkábrány,96,1-4,5
Bükkösd,1,1-4,9
Bükkösd,2,1-4,6
Bükkösd,25,1-4,6
Bükkösd,32,1-4,20
Bükkösd,33,1-4,7
Bükkösd,41,1-4,8
Bükkösd,43,1-4,8
Bükkösd,47,1-4,6
Bükkösd,49,1-4,6
Cece,1,1-4,105
Cece,41,1-4,5
Cece,43,1-4,28
Cece,47,1-4,26
Cece,86,1-4,6
Cece,96,1-4,8
Cegléd,1,1-4,240
Cegléd,10,1-4,10
Cegléd,11,1-4,7
Cegléd,13,1-4,5
Cegléd,14,1-4,9
Cegléd,16,1-4,8
Cegléd,2,1-4,5
Cegléd,23,1-4,5
Cegléd,25,1-4,28
Cegléd,26,1-4,6
Cegléd,31,1-4,5
Cegléd,32,1-4,18
Cegléd,33,1-4,16
Cegléd,41,1-4,38
Cegléd,42,1-4,10
Cegléd,43,1-4,341
Cegléd,45,1-4,93
Cegléd,46,1-4,45
Cegléd,47,1-4,267
Cegléd,49,1-4,75
Cegléd,52,1-4,11
Cegléd,53,1-4,26
Cegléd,55,1-4,8
Cegléd,56,1-4,60
Cegléd,59,1-4,10
Cegléd,62,1-4,66
Cegléd,63,1-4,15
Cegléd,66,1-4,84
Cegléd,68,1-4,95
Cegléd,69,1-4,117
Cegléd,70,1-4,56
Cegléd,73,1-4,29
Cegléd,74,1-4,90
Cegléd,75,1-4,8
Cegléd,77,1-4,23
Cegléd,80,1-4,16
Cegléd,81,1-4,35
Cegléd,82,1-4,61
Cegléd,85,1-4,152
Cegléd,86,1-4,151
Cegléd,88,1-4,7
Cegléd,90,1-4,44
Cegléd,93,1-4,29
Cegléd,94,1-4,8
Cegléd,95,1-4,28
Cegléd,96,1-4,230
Cegléd,25,10-19,5
Cegléd,45,10-19,6
Cegléd,47,10-19,14
Cegléd,56,10-19,7
Cegléd,85,10-19,6
Cegléd,10,20-49,5
Cegléd,1,5-9,9
Cegléd,41,5-9,10
Cegléd,43,5-9,9
Cegléd,45,5-9,7
Cegléd,46,5-9,9
Cegléd,47,5-9,36
Cegléd,49,5-9,8
Cegléd,56,5-9,12
Cegléd,68,5-9,5
Cegléd,69,5-9,6
Cegléd,85,5-9,5
Cegléd,85,50-249,6
Ceglédbercel,1,1-4,17
Ceglédbercel,33,1-4,5
Ceglédbercel,43,1-4,38
Ceglédbercel,45,1-4,9
Ceglédbercel,47,1-4,31
Ceglédbercel,56,1-4,6
Ceglédbercel,62,1-4,5
Ceglédbercel,68,1-4,7
Ceglédbercel,69,1-4,6
Ceglédbercel,70,1-4,5
Ceglédbercel,81,1-4,8
Ceglédbercel,82,1-4,7
Ceglédbercel,85,1-4,12
Ceglédbercel,86,1-4,9
Ceglédbercel,90,1-4,6
Ceglédbercel,93,1-4,5
Ceglédbercel,96,1-4,24
Celldömölk,1,1-4,29
Celldömölk,2,1-4,5
Cered,47,1-4,6
Cered,66,1-4,5
Cered,96,1-4,5
Cibakháza,1,1-4,21
Cibakháza,43,1-4,18
Cibakháza,45,1-4,7
Cibakháza,46,1-4,5
Cibakháza,47,1-4,23
Cibakháza,74,1-4,6
Cibakháza,96,1-4,13
Cigánd,1,1-4,22
Cigánd,41,1-4,5
Cigánd,43,1-4,13
Cigánd,47,1-4,12
Cigánd,86,1-4,6
Cigánd,96,1-4,7
Cikó,1,1-4,7
Cikó,43,1-4,16
Cikó,96,1-4,5
Cirák,1,1-4,9
Cirák,2,1-4,7
Csabacsûd,1,1-4,27
Csabacsûd,43,1-4,16
Csabacsûd,47,1-4,10
Csabacsûd,56,1-4,5
Csabacsûd,96,1-4,9
Csabaszabadi,1,1-4,12
Csabdi,1,1-4,14
Csabdi,41,1-4,7
Csabdi,43,1-4,10
Csabdi,47,1-4,5
Csabdi,62,1-4,7
Csabdi,90,1-4,6
Csabdi,96,1-4,5
Csabrendek,1,1-4,19
Csabrendek,2,1-4,10
Csabrendek,41,1-4,5
Csabrendek,43,1-4,45
Csabrendek,45,1-4,5
Csabrendek,47,1-4,20
Csabrendek,66,1-4,8
Csabrendek,81,1-4,5
Csabrendek,85,1-4,5
Csabrendek,96,1-4,16
Csaholc,1,1-4,7
Csajág,43,1-4,20
Csajág,47,1-4,8
Csanytelek,1,1-4,109
Csanytelek,22,1-4,6
Csanytelek,23,1-4,15
Csanytelek,25,1-4,63
Csanytelek,26,1-4,12
Csanytelek,28,1-4,9
Csanytelek,31,1-4,8
Csanytelek,32,1-4,37
Csanytelek,33,1-4,42
Csanytelek,43,1-4,26
Csanytelek,45,1-4,5
Csanytelek,47,1-4,20
Csanytelek,66,1-4,5
Csanytelek,85,1-4,6
Csanytelek,96,1-4,8
Csanytelek,25,20-49,9
Csanádapáca,1,1-4,110
Csanádapáca,43,1-4,14
Csanádapáca,45,1-4,6
Csanádapáca,47,1-4,14
Csanádapáca,86,1-4,6
Csanádapáca,96,1-4,5
Csanádpalota,1,1-4,61
Csanádpalota,43,1-4,20
Csanádpalota,47,1-4,19
Csanádpalota,96,1-4,6
Csapi,1,1-4,6
Csapod,1,1-4,9
Csaroda,1,1-4,19
Csaroda,47,1-4,5
Csataszög,1,1-4,7
Csataszög,22,1-4,6
Csataszög,23,1-4,14
Csataszög,25,1-4,37
Csataszög,26,1-4,5
Csataszög,28,1-4,7
Csataszög,32,1-4,14
Csataszög,33,1-4,15
Csatka,1,1-4,5
Csegöld,1,1-4,14
Csegöld,33,20-49,7
Csehbánya,2,1-4,5
Csehbánya,41,1-4,11
Csehbánya,43,1-4,19
Csehbánya,47,1-4,7
Csehbánya,49,1-4,13
Csehbánya,66,1-4,5
Csehbánya,68,1-4,5
Csehbánya,43,10-19,7
Csehbánya,41,5-9,5
Csemõ,1,1-4,50
Csemõ,2,1-4,9
Csemõ,41,1-4,5
Csemõ,43,1-4,44
Csemõ,45,1-4,9
Csemõ,46,1-4,5
Csemõ,47,1-4,23
Csemõ,62,1-4,5
Csemõ,66,1-4,9
Csemõ,70,1-4,7
Csemõ,81,1-4,11
Csemõ,85,1-4,6
Csemõ,86,1-4,6
Csemõ,96,1-4,11
Csemõ,2,5-9,5
Csengele,1,1-4,232
Csengele,25,1-4,35
Csengele,27,1-4,5
Csengele,31,1-4,13
Csengele,32,1-4,17
Csengele,33,1-4,22
Csengele,43,1-4,5
Csengele,47,1-4,12
Csenger,1,1-4,86
Csenger,32,1-4,5
Csenger,43,1-4,30
Csenger,45,1-4,10
Csenger,47,1-4,44
Csenger,49,1-4,7
Csenger,56,1-4,10
Csenger,62,1-4,6
Csenger,66,1-4,6
Csenger,69,1-4,18
Csenger,70,1-4,11
Csenger,74,1-4,5
Csenger,82,1-4,8
Csenger,85,1-4,25
Csenger,86,1-4,15
Csenger,93,1-4,9
Csenger,96,1-4,20
Csenger,1,10-19,6
Csenger,25,10-19,14
Csenger,32,10-19,5
Csenger,33,10-19,8
Csenger,25,20-49,5
Csenger,33,20-49,7
Csenger,1,5-9,7
Csengersima,1,1-4,15
Csengersima,47,1-4,7
Csengerújfalu,1,1-4,26
Csengerújfalu,43,1-4,9
Csengõd,1,1-4,76
Csengõd,11,1-4,5
Csengõd,43,1-4,12
Csengõd,46,1-4,5
Csengõd,47,1-4,8
Csengõd,56,1-4,5
Csengõd,68,1-4,8
Csengõd,70,1-4,7
Csengõd,96,1-4,7
Csepreg,1,1-4,23
Cserháthaláp,43,1-4,6
Cserhátsurány,1,1-4,9
Cserhátsurány,43,1-4,7
Cserhátsurány,47,1-4,7
Cserkeszõlõ,1,1-4,84
Cserkeszõlõ,43,1-4,29
Cserkeszõlõ,45,1-4,6
Cserkeszõlõ,46,1-4,6
Cserkeszõlõ,47,1-4,28
Cserkeszõlõ,55,1-4,8
Cserkeszõlõ,56,1-4,7
Cserkeszõlõ,66,1-4,7
Cserkeszõlõ,68,1-4,8
Cserkeszõlõ,69,1-4,7
Cserkeszõlõ,74,1-4,5
Cserkeszõlõ,85,1-4,5
Cserkeszõlõ,86,1-4,6
Cserkeszõlõ,96,1-4,19
Cserkút,16,1-4,10
Cserkút,43,1-4,14
Cserkút,68,1-4,5
Cserkút,85,1-4,6
Cserszegtomaj,1,1-4,21
Cserépfalu,1,1-4,5
Cserépfalu,33,1-4,6
Cserépfalu,43,1-4,7
Cserépfalu,45,1-4,5
Cserépfalu,86,1-4,8
Cserépfalu,96,1-4,7
Cserépváralja,41,1-4,5
Csesznek,1,1-4,5
Csesznek,47,1-4,5
Csesztreg,1,1-4,11
Csetény,1,1-4,12
Csetény,43,1-4,22
Csetény,45,1-4,5
Csetény,47,1-4,13
Csetény,49,1-4,13
Csetény,96,1-4,9
Csikéria,1,1-4,11
Csikóstõttõs,1,1-4,5
Csikóstõttõs,47,1-4,5
Csipkerek,1,1-4,6
Csitár,1,1-4,5
Csobaj,1,1-4,6
Csobaj,43,1-4,9
Csobánka,1,1-4,5
Csobánka,32,1-4,6
Csobánka,41,1-4,7
Csobánka,43,1-4,38
Csobánka,47,1-4,24
Csobánka,49,1-4,6
Csobánka,53,1-4,7
Csobánka,56,1-4,7
Csobánka,59,1-4,11
Csobánka,62,1-4,17
Csobánka,66,1-4,7
Csobánka,68,1-4,13
Csobánka,69,1-4,16
Csobánka,70,1-4,24
Csobánka,74,1-4,18
Csobánka,81,1-4,10
Csobánka,82,1-4,13
Csobánka,85,1-4,19
Csobánka,86,1-4,15
Csobánka,90,1-4,24
Csobánka,96,1-4,30
Csokonyavisonta,1,1-4,7
Csokonyavisonta,2,1-4,12
Csokonyavisonta,43,1-4,20
Csokonyavisonta,47,1-4,8
Csokonyavisonta,55,1-4,5
Csokonyavisonta,56,1-4,10
Csokonyavisonta,81,1-4,5
Csokonyavisonta,96,1-4,5
Csolnok,1,1-4,7
Csolnok,22,1-4,5
Csolnok,25,1-4,10
Csolnok,32,1-4,5
Csolnok,41,1-4,5
Csolnok,43,1-4,34
Csolnok,45,1-4,7
Csolnok,47,1-4,14
Csolnok,49,1-4,7
Csolnok,56,1-4,6
Csolnok,62,1-4,9
Csolnok,66,1-4,5
Csolnok,68,1-4,5
Csolnok,74,1-4,8
Csolnok,86,1-4,5
Csolnok,96,1-4,19
Csolnok,43,5-9,7
Csoma,43,1-4,6
Csomád,1,1-4,19
Csomád,25,1-4,8
Csomád,33,1-4,9
Csomád,41,1-4,56
Csomád,42,1-4,10
Csomád,43,1-4,80
Csomád,45,1-4,47
Csomád,46,1-4,77
Csomád,47,1-4,83
Csomád,49,1-4,37
Csomád,52,1-4,7
Csomád,53,1-4,14
Csomád,56,1-4,14
Csomád,58,1-4,7
Csomád,59,1-4,9
Csomád,62,1-4,70
Csomád,63,1-4,8
Csomád,66,1-4,25
Csomád,68,1-4,52
Csomád,69,1-4,16
Csomád,70,1-4,58
Csomád,72,1-4,7
Csomád,73,1-4,32
Csomád,74,1-4,26
Csomád,77,1-4,16
Csomád,78,1-4,13
Csomád,80,1-4,8
Csomád,81,1-4,26
Csomád,82,1-4,49
Csomád,85,1-4,25
Csomád,86,1-4,15
Csomád,90,1-4,11
Csomád,93,1-4,16
Csomád,96,1-4,27
Csomád,41,10-19,8
Csomád,43,10-19,7
Csomád,46,10-19,6
Csomád,47,10-19,6
Csomád,49,10-19,10
Csomád,62,10-19,6
Csomád,81,10-19,7
Csomád,49,20-49,6
Csomád,78,20-49,5
Csomád,81,20-49,7
Csomád,78,250-1000,5
Csomád,41,5-9,35
Csomád,42,5-9,6
Csomád,43,5-9,15
Csomád,45,5-9,10
Csomád,46,5-9,14
Csomád,47,5-9,7
Csomád,49,5-9,18
Csomád,68,5-9,6
Csomád,70,5-9,6
Csomád,81,5-9,7
Csomád,78,50-249,14
Csomád,80,50-249,10
Csongrád,1,1-4,254
Csongrád,10,1-4,5
Csongrád,16,1-4,7
Csongrád,25,1-4,12
Csongrád,41,1-4,22
Csongrád,42,1-4,10
Csongrád,43,1-4,173
Csongrád,45,1-4,41
Csongrád,46,1-4,31
Csongrád,47,1-4,128
Csongrád,49,1-4,28
Csongrád,55,1-4,15
Csongrád,56,1-4,42
