settlement,teaor,bin,count
Hatvan,95,1-4,13
Hatvan,96,1-4,148
Hatvan,47,10-19,11
Hatvan,85,10-19,5
Hatvan,25,5-9,6
Hatvan,43,5-9,6
Hatvan,47,5-9,21
Hatvan,49,5-9,5
Hatvan,56,5-9,6
Hatvan,86,5-9,5
Hedrehely,1,1-4,5
Hegyesd,1,1-4,5
Hegyhátszentpéter,1,1-4,7
Hegykõ,1,1-4,8
Hegymagas,1,1-4,5
Hegymagas,43,1-4,5
Hegymagas,81,1-4,5
Hegyszentmárton,1,1-4,7
Hegyszentmárton,43,1-4,7
Hejce,47,1-4,5
Hejõbába,1,1-4,8
Hejõbába,43,1-4,10
Hejõbába,47,1-4,10
Hejõkeresztúr,1,1-4,7
Hejõkeresztúr,47,1-4,5
Hejõpapi,1,1-4,7
Helvécia,1,1-4,50
Helvécia,43,1-4,53
Helvécia,45,1-4,15
Helvécia,46,1-4,6
Helvécia,47,1-4,29
Helvécia,49,1-4,8
Helvécia,53,1-4,6
Helvécia,56,1-4,7
Helvécia,62,1-4,5
Helvécia,66,1-4,16
Helvécia,68,1-4,9
Helvécia,69,1-4,7
Helvécia,70,1-4,8
Helvécia,74,1-4,18
Helvécia,77,1-4,5
Helvécia,81,1-4,19
Helvécia,82,1-4,12
Helvécia,85,1-4,16
Helvécia,86,1-4,11
Helvécia,93,1-4,6
Helvécia,96,1-4,21
Hencida,1,1-4,14
Hencida,43,1-4,9
Hencida,47,1-4,5
Hencse,43,1-4,7
Herceghalom,41,1-4,5
Herceghalom,43,1-4,20
Herceghalom,46,1-4,6
Herceghalom,47,1-4,13
Herceghalom,53,1-4,5
Herceghalom,62,1-4,34
Herceghalom,66,1-4,6
Herceghalom,68,1-4,8
Herceghalom,69,1-4,13
Herceghalom,70,1-4,19
Herceghalom,73,1-4,5
Herceghalom,74,1-4,14
Herceghalom,81,1-4,6
Herceghalom,82,1-4,7
Herceghalom,85,1-4,16
Herceghalom,86,1-4,14
Herceghalom,90,1-4,8
Herceghalom,93,1-4,6
Herceghalom,96,1-4,16
Hercegkút,1,1-4,24
Hercegkút,47,1-4,5
Hercegszántó,1,1-4,34
Hercegszántó,43,1-4,5
Hercegszántó,47,1-4,9
Hercegszántó,31,5-9,8
Herencsény,1,1-4,7
Herend,1,1-4,5
Herend,2,1-4,5
Herend,43,1-4,40
Herend,45,1-4,6
Herend,46,1-4,12
Herend,47,1-4,26
Herend,49,1-4,9
Herend,56,1-4,11
Herend,62,1-4,9
Herend,68,1-4,8
Herend,70,1-4,7
Herend,74,1-4,9
Herend,81,1-4,5
Herend,82,1-4,5
Herend,85,1-4,9
Herend,86,1-4,14
Herend,90,1-4,8
Herend,96,1-4,27
Hermánszeg,1,1-4,6
Hernád,1,1-4,25
Hernád,41,1-4,5
Hernád,43,1-4,45
Hernád,45,1-4,10
Hernád,46,1-4,9
Hernád,47,1-4,22
Hernád,49,1-4,18
Hernád,56,1-4,7
Hernád,62,1-4,8
Hernád,66,1-4,8
Hernád,68,1-4,8
Hernád,69,1-4,7
Hernád,70,1-4,5
Hernád,74,1-4,6
Hernád,82,1-4,5
Hernád,85,1-4,7
Hernád,86,1-4,10
Hernád,96,1-4,22
Hernádkak,1,1-4,20
Hernádkak,25,1-4,17
Hernádkak,41,1-4,7
Hernádkak,43,1-4,11
Hernádkak,45,1-4,5
Hernádkak,47,1-4,9
Hernádkak,66,1-4,5
Hernádkak,70,1-4,5
Hernádkak,96,1-4,5
Hernádkércs,1,1-4,8
Hernádkércs,16,10-19,6
Hernádnémeti,1,1-4,9
Hernádnémeti,16,1-4,11
Hernádnémeti,43,1-4,34
Hernádnémeti,45,1-4,10
Hernádnémeti,47,1-4,17
Hernádnémeti,49,1-4,7
Hernádnémeti,56,1-4,5
Hernádnémeti,66,1-4,7
Hernádnémeti,74,1-4,7
Hernádnémeti,85,1-4,8
Hernádnémeti,96,1-4,10
Hernádnémeti,16,5-9,7
Hernádvécse,1,1-4,5
Heréd,1,1-4,9
Heréd,32,1-4,12
Heréd,33,1-4,11
Heréd,41,1-4,6
Heréd,43,1-4,15
Heréd,45,1-4,5
Heréd,47,1-4,6
Heréd,56,1-4,5
Heréd,62,1-4,5
Heréd,96,1-4,7
Hetefejércse,1,1-4,11
Hetes,1,1-4,5
Hetes,43,1-4,13
Hetes,62,1-4,5
Hetes,74,1-4,5
Hetvehely,2,1-4,5
Hetvehely,28,1-4,49
Hetvehely,29,1-4,11
Hetvehely,30,1-4,8
Hetvehely,31,1-4,80
Hetvehely,32,1-4,234
Hetvehely,33,1-4,232
Heves,1,1-4,120
Heves,41,1-4,15
Heves,43,1-4,75
Heves,45,1-4,28
Heves,46,1-4,14
Heves,47,1-4,67
Heves,49,1-4,20
Heves,56,1-4,21
Heves,63,1-4,5
Heves,66,1-4,20
Heves,68,1-4,12
Heves,69,1-4,31
Heves,70,1-4,11
Heves,74,1-4,15
Heves,81,1-4,8
Heves,85,1-4,15
Heves,86,1-4,26
Heves,90,1-4,6
Heves,93,1-4,7
Heves,96,1-4,49
Heves,32,20-49,14
Heves,33,20-49,13
Heves,47,5-9,8
Hevesaranyos,43,1-4,6
Hevesvezekény,1,1-4,16
Hevesvezekény,43,1-4,6
Hevesvezekény,85,1-4,5
Hidas,1,1-4,10
Hidas,33,1-4,5
Hidas,43,1-4,22
Hidas,45,1-4,15
Hidas,47,1-4,10
Hidas,96,1-4,12
Hidasnémeti,1,1-4,8
Hidasnémeti,32,1-4,7
Hidasnémeti,33,1-4,8
Hidegkút,43,1-4,20
Hidegkút,86,1-4,5
Himesháza,1,1-4,19
Himesháza,41,1-4,8
Himesháza,43,1-4,12
Himesháza,46,1-4,6
Himesháza,47,1-4,12
Himesháza,96,1-4,7
Hobol,1,1-4,12
Hobol,43,1-4,26
Hodász,1,1-4,33
Hodász,41,1-4,17
Hodász,43,1-4,16
Hodász,45,1-4,5
Hodász,47,1-4,10
Hodász,66,1-4,5
Hollóháza,47,1-4,5
Hollókõ,25,1-4,5
Hollókõ,47,1-4,5
Homokbödöge,1,1-4,7
Homokbödöge,43,1-4,14
Homokkomárom,1,1-4,5
Homokmégy,1,1-4,40
Homokmégy,23,1-4,8
Homokmégy,25,1-4,22
Homokmégy,28,1-4,5
Homokmégy,32,1-4,18
Homokmégy,33,1-4,9
Homokmégy,43,1-4,8
Homokmégy,47,1-4,8
Homokmégy,69,1-4,5
Homokmégy,96,1-4,6
Homokszentgyörgy,1,1-4,19
Homokszentgyörgy,2,1-4,7
Homokszentgyörgy,47,1-4,6
Homokszentgyörgy,96,1-4,6
Homorúd,1,1-4,20
Homrogd,1,1-4,6
Homrogd,16,1-4,5
Homrogd,22,1-4,6
Homrogd,23,1-4,9
Homrogd,25,1-4,20
Hont,43,1-4,8
Hort,1,1-4,81
Hort,41,1-4,7
Hort,43,1-4,39
Hort,46,1-4,8
Hort,47,1-4,27
Hort,49,1-4,5
Hort,56,1-4,6
Hort,62,1-4,6
Hort,66,1-4,9
Hort,74,1-4,10
Hort,82,1-4,5
Hort,85,1-4,5
Hort,86,1-4,6
Hort,96,1-4,15
Hortobágy,1,1-4,37
Hortobágy,47,1-4,12
Hortobágy,68,1-4,5
Hortobágy,69,1-4,5
Hortobágy,86,1-4,7
Hortobágy,96,1-4,5
Horvátlövõ,1,1-4,5
Horvátzsidány,1,1-4,7
Hosszúhetény,1,1-4,15
Hosszúhetény,2,1-4,6
Hosszúhetény,25,1-4,7
Hosszúhetény,41,1-4,8
Hosszúhetény,42,1-4,5
Hosszúhetény,43,1-4,58
Hosszúhetény,45,1-4,5
Hosszúhetény,47,1-4,23
Hosszúhetény,49,1-4,10
Hosszúhetény,62,1-4,14
Hosszúhetény,66,1-4,9
Hosszúhetény,68,1-4,5
Hosszúhetény,69,1-4,6
Hosszúhetény,70,1-4,9
Hosszúhetény,74,1-4,28
Hosszúhetény,82,1-4,8
Hosszúhetény,85,1-4,7
Hosszúhetény,86,1-4,16
Hosszúhetény,90,1-4,7
Hosszúhetény,93,1-4,5
Hosszúhetény,96,1-4,15
Hosszúpereszteg,1,1-4,10
Hosszúpályi,1,1-4,85
Hosszúpályi,41,1-4,9
Hosszúpályi,43,1-4,59
Hosszúpályi,45,1-4,8
Hosszúpályi,46,1-4,6
Hosszúpályi,47,1-4,33
Hosszúpályi,49,1-4,11
Hosszúpályi,56,1-4,5
Hosszúpályi,81,1-4,5
Hosszúpályi,93,1-4,5
Hosszúpályi,96,1-4,20
Hosszúpályi,47,5-9,5
Hugyag,43,1-4,7
Hunya,1,1-4,31
Hács,1,1-4,11
Hács,68,1-4,5
Háromfa,1,1-4,7
Hárskút,1,1-4,7
Hárskút,43,1-4,10
Hárskút,47,1-4,5
Hárskút,85,1-4,6
Hásságy,1,1-4,6
Héhalom,22,1-4,8
Héhalom,23,1-4,30
Héhalom,25,1-4,136
Héhalom,26,1-4,8
Héhalom,43,1-4,11
Héhalom,47,1-4,7
Héreg,1,1-4,8
Héreg,43,1-4,19
Héreg,66,1-4,8
Héreg,69,1-4,5
Hévíz,1,1-4,17
Hévízgyörk,1,1-4,31
Hévízgyörk,14,1-4,5
Hévízgyörk,41,1-4,7
Hévízgyörk,43,1-4,44
Hévízgyörk,47,1-4,20
Hévízgyörk,49,1-4,6
Hévízgyörk,56,1-4,8
Hévízgyörk,69,1-4,14
Hévízgyörk,74,1-4,7
Hévízgyörk,85,1-4,8
Hévízgyörk,86,1-4,5
Hévízgyörk,90,1-4,8
Hévízgyörk,96,1-4,19
Hódmezõvásárhely,1,1-4,464
Hódmezõvásárhely,10,1-4,13
Hódmezõvásárhely,13,1-4,6
Hódmezõvásárhely,14,1-4,13
Hódmezõvásárhely,16,1-4,7
Hódmezõvásárhely,18,1-4,7
Hódmezõvásárhely,35,1-4,5
Hódmezõvásárhely,41,1-4,59
Hódmezõvásárhely,42,1-4,13
Hódmezõvásárhely,43,1-4,435
Hódmezõvásárhely,45,1-4,88
Hódmezõvásárhely,46,1-4,57
Hódmezõvásárhely,47,1-4,304
Hódmezõvásárhely,49,1-4,89
Hódmezõvásárhely,52,1-4,8
Hódmezõvásárhely,53,1-4,13
Hódmezõvásárhely,55,1-4,7
Hódmezõvásárhely,56,1-4,98
Hódmezõvásárhely,58,1-4,7
Hódmezõvásárhely,59,1-4,14
Hódmezõvásárhely,60,1-4,5
Hódmezõvásárhely,62,1-4,79
Hódmezõvásárhely,63,1-4,16
Hódmezõvásárhely,66,1-4,95
Hódmezõvásárhely,68,1-4,88
Hódmezõvásárhely,69,1-4,139
Hódmezõvásárhely,70,1-4,94
Hódmezõvásárhely,72,1-4,5
Hódmezõvásárhely,73,1-4,32
Hódmezõvásárhely,74,1-4,123
Hódmezõvásárhely,75,1-4,14
Hódmezõvásárhely,77,1-4,19
Hódmezõvásárhely,80,1-4,9
Hódmezõvásárhely,81,1-4,59
Hódmezõvásárhely,82,1-4,67
Hódmezõvásárhely,85,1-4,145
Hódmezõvásárhely,86,1-4,142
Hódmezõvásárhely,90,1-4,40
Hódmezõvásárhely,93,1-4,41
Hódmezõvásárhely,94,1-4,13
Hódmezõvásárhely,95,1-4,44
Hódmezõvásárhely,96,1-4,274
Hódmezõvásárhely,1,10-19,6
Hódmezõvásárhely,41,10-19,10
Hódmezõvásárhely,43,10-19,6
Hódmezõvásárhely,45,10-19,6
Hódmezõvásárhely,46,10-19,9
Hódmezõvásárhely,47,10-19,18
Hódmezõvásárhely,56,10-19,7
Hódmezõvásárhely,68,10-19,5
Hódmezõvásárhely,1,20-49,6
Hódmezõvásárhely,46,20-49,5
Hódmezõvásárhely,85,20-49,5
Hódmezõvásárhely,1,5-9,13
Hódmezõvásárhely,41,5-9,17
Hódmezõvásárhely,43,5-9,25
Hódmezõvásárhely,45,5-9,13
Hódmezõvásárhely,46,5-9,12
Hódmezõvásárhely,47,5-9,44
Hódmezõvásárhely,56,5-9,13
Hódmezõvásárhely,68,5-9,6
Hódmezõvásárhely,1,50-249,5
Hódmezõvásárhely,25,50-249,18
Hódmezõvásárhely,31,50-249,8
Hódmezõvásárhely,32,50-249,12
Hódmezõvásárhely,33,50-249,20
Hõgyész,1,1-4,24
Hõgyész,41,1-4,8
Hõgyész,43,1-4,29
Hõgyész,45,1-4,6
Hõgyész,47,1-4,16
Hõgyész,56,1-4,8
Hõgyész,69,1-4,5
Hõgyész,74,1-4,10
Hõgyész,81,1-4,8
Hõgyész,86,1-4,7
Hõgyész,96,1-4,7
Ibafa,1,1-4,6
Ibrány,1,1-4,61
Ibrány,41,1-4,10
Ibrány,43,1-4,80
Ibrány,45,1-4,11
Ibrány,47,1-4,38
Ibrány,49,1-4,9
Ibrány,56,1-4,11
Ibrány,66,1-4,10
Ibrány,69,1-4,10
Ibrány,70,1-4,5
Ibrány,74,1-4,17
Ibrány,81,1-4,9
Ibrány,85,1-4,8
Ibrány,86,1-4,16
Ibrány,93,1-4,5
Ibrány,95,1-4,6
Ibrány,96,1-4,32
Ibrány,47,5-9,8
Igal,1,1-4,10
Igal,41,1-4,8
Igal,43,1-4,13
Igal,47,1-4,10
Igal,56,1-4,6
Igal,74,1-4,6
Igal,96,1-4,9
Igar,1,1-4,18
Igar,47,1-4,9
Igrici,1,1-4,13
Igrici,43,1-4,5
Igrici,47,1-4,6
Igrici,96,1-4,5
Iharos,1,1-4,10
Iharosberény,1,1-4,18
Ikervár,1,1-4,7
Iklad,1,1-4,5
Iklad,41,1-4,5
Iklad,43,1-4,32
Iklad,46,1-4,5
Iklad,47,1-4,17
Iklad,74,1-4,6
Iklad,96,1-4,9
Ikrény,1,1-4,9
Ilk,1,1-4,11
Ilk,47,1-4,11
Imrehegy,1,1-4,43
Imrehegy,43,1-4,5
Imrehegy,23,5-9,7
Imrehegy,25,5-9,18
Imrehegy,31,5-9,6
Imrehegy,32,5-9,5
Imrehegy,33,5-9,10
Inke,1,1-4,19
Inke,43,1-4,7
Inke,47,1-4,7
Ináncs,1,1-4,5
Ináncs,43,1-4,9
Ináncs,47,1-4,5
Inárcs,1,1-4,28
Inárcs,41,1-4,16
Inárcs,43,1-4,64
Inárcs,45,1-4,11
Inárcs,46,1-4,5
Inárcs,47,1-4,35
Inárcs,49,1-4,12
Inárcs,53,1-4,8
Inárcs,56,1-4,8
Inárcs,62,1-4,9
Inárcs,66,1-4,6
Inárcs,68,1-4,6
Inárcs,69,1-4,15
Inárcs,70,1-4,6
Inárcs,74,1-4,14
Inárcs,81,1-4,5
Inárcs,82,1-4,12
Inárcs,85,1-4,9
Inárcs,86,1-4,6
Inárcs,90,1-4,10
Inárcs,96,1-4,32
Inárcs,43,5-9,5
Inárcs,47,5-9,6
Ipolydamásd,43,1-4,5
Ipolyvece,1,1-4,11
Ipolyvece,43,1-4,6
Ipolyvece,47,1-4,6
Iregszemcse,1,1-4,53
Iregszemcse,41,1-4,8
Iregszemcse,43,1-4,29
Iregszemcse,45,1-4,11
Iregszemcse,47,1-4,22
Iregszemcse,56,1-4,6
Iregszemcse,66,1-4,6
Iregszemcse,85,1-4,5
Iregszemcse,96,1-4,9
Isaszeg,1,1-4,18
Isaszeg,25,1-4,18
Isaszeg,31,1-4,7
Isaszeg,32,1-4,7
Isaszeg,33,1-4,12
Isaszeg,41,1-4,19
Isaszeg,42,1-4,8
Isaszeg,43,1-4,139
Isaszeg,45,1-4,24
Isaszeg,46,1-4,12
Isaszeg,47,1-4,85
Isaszeg,49,1-4,29
Isaszeg,53,1-4,12
Isaszeg,56,1-4,14
Isaszeg,59,1-4,13
Isaszeg,62,1-4,25
Isaszeg,63,1-4,8
Isaszeg,66,1-4,13
Isaszeg,68,1-4,22
Isaszeg,69,1-4,23
Isaszeg,70,1-4,16
Isaszeg,73,1-4,5
Isaszeg,74,1-4,32
Isaszeg,80,1-4,5
Isaszeg,81,1-4,41
Isaszeg,82,1-4,16
Isaszeg,85,1-4,27
Isaszeg,86,1-4,20
Isaszeg,90,1-4,18
Isaszeg,93,1-4,12
Isaszeg,95,1-4,15
Isaszeg,96,1-4,94
Isaszeg,43,5-9,7
Isaszeg,47,5-9,13
Istenmezeje,2,1-4,6
Istenmezeje,43,1-4,5
Istenmezeje,47,1-4,10
Istvándi,1,1-4,6
Iszkaszentgyörgy,1,1-4,9
Iszkaszentgyörgy,43,1-4,32
Iszkaszentgyörgy,45,1-4,9
Iszkaszentgyörgy,47,1-4,9
Iszkaszentgyörgy,49,1-4,8
Iszkaszentgyörgy,56,1-4,6
Iszkaszentgyörgy,66,1-4,7
Iszkaszentgyörgy,69,1-4,6
Iszkaszentgyörgy,74,1-4,6
Iszkaszentgyörgy,81,1-4,6
Iszkaszentgyörgy,85,1-4,7
Iszkaszentgyörgy,96,1-4,18
Isztimér,1,1-4,7
Isztimér,43,1-4,11
Isztimér,45,1-4,6
Iván,1,1-4,15
Ivánc,1,1-4,9
Iváncsa,1,1-4,22
Iváncsa,25,1-4,36
Iváncsa,28,1-4,9
Iváncsa,31,1-4,6
Iváncsa,32,1-4,24
Iváncsa,33,1-4,49
Iváncsa,43,1-4,42
Iváncsa,45,1-4,8
Iváncsa,47,1-4,15
Iváncsa,49,1-4,14
Iváncsa,74,1-4,5
Iváncsa,81,1-4,6
Iváncsa,86,1-4,7
Iváncsa,96,1-4,16
Iváncsa,25,5-9,10
Izmény,1,1-4,8
Izmény,43,1-4,5
Izsák,1,1-4,141
Izsák,41,1-4,5
Izsák,43,1-4,61
Izsák,45,1-4,18
Izsák,46,1-4,8
Izsák,47,1-4,46
Izsák,49,1-4,17
Izsák,53,1-4,5
Izsák,56,1-4,9
Izsák,62,1-4,6
Izsák,68,1-4,12
Izsák,69,1-4,15
Izsák,74,1-4,6
Izsák,77,1-4,6
Izsák,82,1-4,8
Izsák,85,1-4,12
Izsák,86,1-4,8
Izsák,96,1-4,23
Izsák,49,10-19,6
Izsák,43,5-9,5
Izsák,47,5-9,5
Izsófalva,16,1-4,8
Izsófalva,43,1-4,7
Izsófalva,47,1-4,8
Izsófalva,96,1-4,5
Jakabszállás,1,1-4,61
Jakabszállás,2,1-4,8
Jakabszállás,43,1-4,24
Jakabszállás,45,1-4,22
Jakabszállás,47,1-4,19
Jakabszállás,49,1-4,6
Jakabszállás,56,1-4,5
Jakabszállás,69,1-4,5
Jakabszállás,74,1-4,5
Jakabszállás,85,1-4,10
Jakabszállás,96,1-4,11
Jakabszállás,22,10-19,12
Jakabszállás,23,10-19,16
Jakabszállás,25,10-19,71
Jakabszállás,26,10-19,10
Jakabszállás,27,10-19,8
Jakabszállás,28,10-19,18
Jakabszállás,29,10-19,6
Jakabszállás,31,10-19,33
Jakabszállás,32,10-19,68
Jakabszállás,33,10-19,89
Jakabszállás,22,5-9,38
Jakabszállás,23,5-9,38
Jakabszállás,25,5-9,125
Jakabszállás,26,5-9,24
Jakabszállás,27,5-9,20
Jakabszállás,28,5-9,49
Jakabszállás,29,5-9,21
Jakabszállás,31,5-9,55
Jakabszállás,32,5-9,96
Jakabszállás,33,5-9,109
Jenõ,1,1-4,7
Jenõ,43,1-4,19
Jenõ,47,1-4,7
Jenõ,81,1-4,8
Jobaháza,1,1-4,5
Jobbágyi,1,1-4,8
Jobbágyi,25,1-4,6
Jobbágyi,43,1-4,17
Jobbágyi,47,1-4,12
Jobbágyi,66,1-4,6
Jobbágyi,96,1-4,12
Juta,1,1-4,15
Juta,31,1-4,10
Juta,32,1-4,31
Juta,33,1-4,16
Juta,43,1-4,10
Juta,47,1-4,13
Juta,49,1-4,9
Juta,66,1-4,7
Juta,70,1-4,6
Juta,85,1-4,11
Ják,1,1-4,17
Ják,2,1-4,10
Jákfa,1,1-4,11
Jákfalva,43,1-4,5
Jákó,1,1-4,12
Jákó,43,1-4,5
Jánd,1,1-4,8
Jánd,43,1-4,12
Jánd,85,1-4,8
Jánkmajtis,1,1-4,32
Jánkmajtis,41,1-4,7
Jánkmajtis,43,1-4,8
Jánkmajtis,46,1-4,8
Jánkmajtis,47,1-4,16
Jánkmajtis,62,1-4,5
Jánkmajtis,96,1-4,8
Jánoshalma,1,1-4,123
Jánoshalma,2,1-4,8
Jánoshalma,41,1-4,13
Jánoshalma,43,1-4,62
Jánoshalma,45,1-4,21
Jánoshalma,46,1-4,7
Jánoshalma,47,1-4,70
Jánoshalma,56,1-4,9
Jánoshalma,62,1-4,13
Jánoshalma,66,1-4,14
Jánoshalma,68,1-4,9
Jánoshalma,69,1-4,16
Jánoshalma,70,1-4,14
Jánoshalma,74,1-4,12
Jánoshalma,82,1-4,9
Jánoshalma,85,1-4,16
Jánoshalma,86,1-4,18
Jánoshalma,90,1-4,11
Jánoshalma,95,1-4,5
Jánoshalma,96,1-4,31
Jánoshalma,47,5-9,7
Jánoshida,1,1-4,21
Jánoshida,41,1-4,5
Jánoshida,43,1-4,22
Jánoshida,47,1-4,11
Jánoshida,81,1-4,5
Jánoshida,96,1-4,11
Jánosháza,1,1-4,18
Jánossomorja,1,1-4,64
Jánossomorja,2,1-4,5
Járdánháza,1,1-4,6
Járdánháza,41,1-4,7
Járdánháza,43,1-4,24
Járdánháza,45,1-4,7
Járdánháza,47,1-4,7
Járdánháza,56,1-4,7
Jármi,1,1-4,43
Jármi,43,1-4,9
Jármi,47,1-4,16
Jármi,69,1-4,7
Jármi,95,1-4,5
Jármi,96,1-4,6
Jásd,1,1-4,5
Jásd,43,1-4,12
Jásd,47,1-4,5
Jászalsószentgyörgy,1,1-4,64
Jászalsószentgyörgy,41,1-4,5
Jászalsószentgyörgy,43,1-4,22
Jászalsószentgyörgy,45,1-4,6
Jászalsószentgyörgy,47,1-4,18
Jászalsószentgyörgy,56,1-4,7
Jászalsószentgyörgy,66,1-4,9
Jászalsószentgyörgy,70,1-4,7
Jászalsószentgyörgy,95,1-4,5
Jászalsószentgyörgy,96,1-4,12
Jászapáti,1,1-4,70
Jászapáti,10,1-4,5
Jászapáti,41,1-4,10
Jászapáti,43,1-4,40
Jászapáti,45,1-4,16
Jászapáti,46,1-4,7
Jászapáti,47,1-4,42
Jászapáti,49,1-4,11
Jászapáti,56,1-4,11
Jászapáti,62,1-4,12
Jászapáti,66,1-4,7
Jászapáti,68,1-4,6
Jászapáti,69,1-4,14
Jászapáti,70,1-4,11
Jászapáti,74,1-4,14
Jászapáti,81,1-4,8
Jászapáti,82,1-4,6
Jászapáti,85,1-4,17
Jászapáti,86,1-4,9
Jászapáti,90,1-4,7
Jászapáti,96,1-4,23
Jászapáti,25,10-19,6
Jászapáti,1,5-9,5
Jászapáti,25,5-9,7
Jászapáti,47,5-9,7
Jászberény,1,1-4,239
Jászberény,10,1-4,10
Jászberény,11,1-4,5
Jászberény,14,1-4,14
Jászberény,16,1-4,8
Jászberény,2,1-4,8
Jászberény,41,1-4,39
Jászberény,42,1-4,7
Jászberény,43,1-4,241
Jászberény,45,1-4,90
Jászberény,46,1-4,52
Jászberény,47,1-4,216
Jászberény,49,1-4,29
Jászberény,52,1-4,11
Jászberény,55,1-4,8
Jászberény,56,1-4,50
Jászberény,62,1-4,50
Jászberény,63,1-4,17
Jászberény,66,1-4,90
Jászberény,68,1-4,65
Jászberény,69,1-4,98
Jászberény,70,1-4,77
Jászberény,73,1-4,20
Jászberény,74,1-4,63
Jászberény,75,1-4,7
Jászberény,77,1-4,12
Jászberény,80,1-4,6
Jászberény,81,1-4,24
Jászberény,82,1-4,49
Jászberény,85,1-4,129
Jászberény,86,1-4,102
Jászberény,88,1-4,6
Jászberény,90,1-4,47
Jászberény,93,1-4,31
Jászberény,94,1-4,5
Jászberény,95,1-4,26
Jászberény,96,1-4,177
Jászberény,41,10-19,5
Jászberény,43,10-19,6
Jászberény,47,10-19,13
Jászberény,49,10-19,6
Jászberény,56,10-19,6
Jászberény,25,20-49,20
Jászberény,33,20-49,24
Jászberény,46,20-49,5
Jászberény,47,20-49,5
Jászberény,1,5-9,7
Jászberény,10,5-9,6
Jászberény,41,5-9,6
Jászberény,43,5-9,8
Jászberény,45,5-9,6
Jászberény,46,5-9,13
Jászberény,47,5-9,22
Jászberény,49,5-9,9
Jászberény,56,5-9,9
Jászberény,69,5-9,7
Jászberény,25,50-249,17
Jászberény,33,50-249,24
Jászboldogháza,1,1-4,37
Jászboldogháza,43,1-4,21
Jászboldogháza,45,1-4,5
Jászboldogháza,47,1-4,6
Jászboldogháza,62,1-4,6
Jászboldogháza,86,1-4,6
Jászboldogháza,96,1-4,5
Jászdózsa,1,1-4,21
Jászdózsa,43,1-4,16
Jászdózsa,47,1-4,12
Jászdózsa,56,1-4,8
Jászdózsa,82,1-4,6
Jászfelsõszentgyörgy,1,1-4,38
Jászfelsõszentgyörgy,41,1-4,7
Jászfelsõszentgyörgy,43,1-4,8
Jászfelsõszentgyörgy,47,1-4,11
Jászfelsõszentgyörgy,66,1-4,7
Jászfelsõszentgyörgy,85,1-4,5
Jászfelsõszentgyörgy,96,1-4,5
Jászfényszaru,1,1-4,49
Jászfényszaru,22,1-4,6
Jászfényszaru,23,1-4,11
Jászfényszaru,25,1-4,28
Jászfényszaru,28,1-4,7
Jászfényszaru,31,1-4,5
Jászfényszaru,32,1-4,19
Jászfényszaru,33,1-4,28
Jászfényszaru,41,1-4,12
Jászfényszaru,43,1-4,48
Jászfényszaru,45,1-4,14
Jászfényszaru,47,1-4,27
Jászfényszaru,49,1-4,11
Jászfényszaru,56,1-4,7
Jászfényszaru,62,1-4,8
Jászfényszaru,66,1-4,5
Jászfényszaru,68,1-4,7
Jászfényszaru,70,1-4,9
Jászfényszaru,74,1-4,14
Jászfényszaru,81,1-4,8
Jászfényszaru,82,1-4,7
Jászfényszaru,85,1-4,8
Jászfényszaru,86,1-4,11
Jászfényszaru,90,1-4,5
Jászfényszaru,93,1-4,6
Jászfényszaru,96,1-4,22
Jászfényszaru,25,5-9,8
Jászivány,1,1-4,8
Jászjákóhalma,1,1-4,40
Jászjákóhalma,22,1-4,5
Jászjákóhalma,43,1-4,22
Jászjákóhalma,45,1-4,5
Jászjákóhalma,47,1-4,14
Jászjákóhalma,56,1-4,5
Jászjákóhalma,66,1-4,6
Jászjákóhalma,69,1-4,5
Jászjákóhalma,74,1-4,5
Jászjákóhalma,81,1-4,7
Jászjákóhalma,96,1-4,14
Jászjákóhalma,1,5-9,5
Jászkarajenõ,1,1-4,31
Jászkarajenõ,41,1-4,6
Jászkarajenõ,43,1-4,10
Jászkarajenõ,45,1-4,7
Jászkarajenõ,47,1-4,16
Jászkarajenõ,62,1-4,6
Jászkarajenõ,96,1-4,10
Jászkisér,1,1-4,40
Jászkisér,41,1-4,5
Jászkisér,43,1-4,13
Jászkisér,45,1-4,6
Jászkisér,47,1-4,27
Jászkisér,56,1-4,8
Jászkisér,69,1-4,6
Jászkisér,74,1-4,7
Jászkisér,85,1-4,6
Jászkisér,86,1-4,7
Jászkisér,96,1-4,12
Jászkisér,42,5-9,6
Jászkisér,47,5-9,6
Jászladány,1,1-4,46
Jászladány,41,1-4,6
Jászladány,42,1-4,5
Jászladány,43,1-4,29
Jászladány,47,1-4,22
Jászladány,56,1-4,11
Jászladány,69,1-4,5
Jászladány,74,1-4,5
Jászladány,81,1-4,9
Jászladány,82,1-4,6
Jászladány,85,1-4,7
Jászladány,96,1-4,10
Jászladány,47,5-9,6
Jászszentandrás,1,1-4,43
Jászszentandrás,43,1-4,22
Jászszentandrás,47,1-4,19
Jászszentandrás,49,1-4,6
Jászszentandrás,68,1-4,5
Jászszentandrás,85,1-4,5
Jászszentandrás,86,1-4,6
Jászszentandrás,96,1-4,11
Jászszentlászló,1,1-4,103
Jászszentlászló,41,1-4,6
Jászszentlászló,43,1-4,16
Jászszentlászló,45,1-4,9
Jászszentlászló,46,1-4,5
Jászszentlászló,47,1-4,23
Jászszentlászló,49,1-4,8
Jászszentlászló,56,1-4,5
